Solar8000/ART_DBP,Solar8000/ART_SBP,Solar8000/BT,Solar8000/HR,Solar8000/PLETH_SPO2,Solar8000/RR
,,,,,
0.0,0.0,,82.0,97.0,9.0
0.0,0.0,,78.0,97.0,9.0
0.0,0.0,,77.0,97.0,11.0
0.0,0.0,,80.0,97.0,11.0
0.0,0.0,,82.0,97.0,11.0
0.0,0.0,,82.0,97.0,24.0
0.0,0.0,,78.0,97.0,20.0
0.0,0.0,,79.0,97.0,20.0
0.0,0.0,,80.0,97.0,14.0
0.0,0.0,,80.0,97.0,12.0
0.0,0.0,,95.0,97.0,12.0
0.0,0.0,,95.0,97.0,11.0
0.0,0.0,,101.0,97.0,12.0
0.0,0.0,,104.0,97.0,12.0
0.0,0.0,,95.0,97.0,9.0
0.0,0.0,,96.0,97.0,9.0
0.0,0.0,,95.0,97.0,8.0
0.0,0.0,,93.0,97.0,8.0
0.0,0.0,,91.0,97.0,8.0
0.0,0.0,,85.0,97.0,8.0
0.0,0.0,,81.0,97.0,8.0
0.0,0.0,,78.0,97.0,7.0
0.0,0.0,,78.0,97.0,7.0
0.0,0.0,,81.0,98.0,7.0
0.0,0.0,,82.0,98.0,6.0
0.0,0.0,,81.0,98.0,6.0
0.0,0.0,,81.0,98.0,5.0
0.0,0.0,,80.0,98.0,0.0
0.0,0.0,,79.0,98.0,0.0
0.0,0.0,,79.0,98.0,0.0
0.0,0.0,,79.0,98.0,0.0
0.0,0.0,,79.0,98.0,0.0
0.0,0.0,,78.0,98.0,0.0
0.0,0.0,,80.0,98.0,0.0
0.0,0.0,,82.0,98.0,0.0
0.0,0.0,,83.0,98.0,0.0
0.0,0.0,,85.0,97.0,0.0
0.0,0.0,,86.0,97.0,0.0
0.0,0.0,,85.0,97.0,0.0
0.0,0.0,,83.0,97.0,0.0
0.0,0.0,,83.0,97.0,0.0
0.0,0.0,,83.0,97.0,0.0
0.0,0.0,,82.0,97.0,0.0
0.0,0.0,,80.0,97.0,0.0
0.0,0.0,,79.0,97.0,0.0
0.0,0.0,,81.0,97.0,0.0
0.0,0.0,,85.0,97.0,0.0
0.0,0.0,,88.0,97.0,0.0
0.0,0.0,,88.0,97.0,0.0
0.0,0.0,,83.0,97.0,0.0
0.0,0.0,,78.0,97.0,0.0
0.0,0.0,,76.0,96.0,0.0
0.0,0.0,,77.0,96.0,0.0
0.0,0.0,,80.0,97.0,0.0
0.0,0.0,,79.0,97.0,0.0
0.0,0.0,,77.0,97.0,0.0
0.0,0.0,,77.0,97.0,0.0
0.0,0.0,,76.0,97.0,0.0
0.0,0.0,,75.0,97.0,0.0
0.0,0.0,,76.0,97.0,0.0
0.0,0.0,,76.0,97.0,0.0
0.0,0.0,,78.0,97.0,0.0
0.0,0.0,,78.0,97.0,0.0
0.0,0.0,,77.0,97.0,0.0
0.0,0.0,,77.0,97.0,0.0
0.0,0.0,,77.0,97.0,0.0
0.0,0.0,,78.0,97.0,0.0
0.0,0.0,,79.0,97.0,0.0
0.0,0.0,,79.0,97.0,0.0
0.0,0.0,,80.0,97.0,0.0
0.0,0.0,,80.0,97.0,0.0
0.0,0.0,,78.0,97.0,0.0
0.0,0.0,,80.0,96.0,0.0
0.0,0.0,,82.0,97.0,0.0
0.0,0.0,,83.0,97.0,0.0
0.0,0.0,,84.0,97.0,0.0
0.0,0.0,,82.0,97.0,0.0
0.0,0.0,,82.0,97.0,0.0
0.0,0.0,,82.0,97.0,0.0
0.0,0.0,,84.0,97.0,0.0
0.0,0.0,,82.0,97.0,0.0
0.0,0.0,,81.0,97.0,0.0
0.0,0.0,,81.0,97.0,0.0
0.0,0.0,,81.0,97.0,0.0
0.0,0.0,,80.0,98.0,0.0
0.0,0.0,,81.0,98.0,0.0
0.0,0.0,,75.0,98.0,0.0
0.0,0.0,,76.0,99.0,0.0
0.0,0.0,,76.0,99.0,0.0
0.0,0.0,,82.0,99.0,0.0
0.0,0.0,,82.0,99.0,0.0
0.0,0.0,,81.0,100.0,0.0
0.0,0.0,,80.0,100.0,0.0
0.0,0.0,,80.0,100.0,0.0
0.0,0.0,,81.0,100.0,0.0
0.0,0.0,,82.0,100.0,0.0
0.0,0.0,,82.0,100.0,0.0
0.0,0.0,,82.0,100.0,0.0
0.0,0.0,,82.0,100.0,0.0
0.0,0.0,,81.0,100.0,0.0
0.0,0.0,,82.0,100.0,0.0
0.0,0.0,,82.0,100.0,0.0
0.0,0.0,,84.0,100.0,0.0
0.0,0.0,,87.0,100.0,0.0
0.0,0.0,,89.0,100.0,0.0
0.0,0.0,,90.0,100.0,0.0
0.0,0.0,,90.0,100.0,0.0
0.0,0.0,,89.0,100.0,0.0
0.0,0.0,,88.0,100.0,0.0
0.0,0.0,,85.0,100.0,0.0
0.0,0.0,,82.0,100.0,0.0
0.0,0.0,,81.0,100.0,0.0
0.0,0.0,,77.0,100.0,0.0
0.0,0.0,,75.0,100.0,0.0
0.0,0.0,,73.0,100.0,0.0
0.0,0.0,,73.0,100.0,0.0
0.0,0.0,,72.0,100.0,0.0
0.0,0.0,,71.0,100.0,0.0
0.0,0.0,,70.0,100.0,0.0
0.0,0.0,,68.0,100.0,0.0
0.0,0.0,,67.0,100.0,0.0
0.0,0.0,,65.0,100.0,0.0
0.0,0.0,,65.0,100.0,0.0
0.0,0.0,,64.0,100.0,0.0
0.0,0.0,,63.0,100.0,0.0
0.0,0.0,,62.0,100.0,0.0
0.0,0.0,,62.0,100.0,0.0
0.0,0.0,,62.0,100.0,0.0
0.0,0.0,,62.0,100.0,0.0
0.0,0.0,,64.0,100.0,0.0
0.0,0.0,,66.0,100.0,0.0
0.0,0.0,,67.0,100.0,0.0
0.0,0.0,,67.0,100.0,0.0
0.0,0.0,,68.0,100.0,0.0
0.0,0.0,,68.0,99.0,0.0
0.0,0.0,,68.0,99.0,0.0
0.0,0.0,,68.0,100.0,0.0
0.0,0.0,,67.0,100.0,0.0
0.0,0.0,,66.0,100.0,0.0
0.0,0.0,,66.0,100.0,0.0
0.0,0.0,,66.0,100.0,0.0
0.0,0.0,,67.0,100.0,0.0
0.0,0.0,,67.0,100.0,0.0
0.0,0.0,,68.0,99.0,0.0
0.0,0.0,,67.0,100.0,0.0
0.0,0.0,,67.0,100.0,0.0
0.0,0.0,,66.0,99.0,0.0
0.0,0.0,,66.0,99.0,0.0
0.0,0.0,,66.0,99.0,0.0
0.0,0.0,,66.0,99.0,0.0
0.0,0.0,,66.0,100.0,0.0
0.0,0.0,,67.0,100.0,0.0
0.0,0.0,,70.0,100.0,0.0
0.0,0.0,,72.0,99.0,0.0
0.0,0.0,,74.0,99.0,0.0
0.0,0.0,,73.0,99.0,0.0
0.0,0.0,,73.0,99.0,0.0
0.0,0.0,,71.0,99.0,0.0
0.0,0.0,,70.0,99.0,0.0
0.0,0.0,,70.0,99.0,0.0
0.0,0.0,,71.0,100.0,0.0
0.0,0.0,,71.0,100.0,0.0
0.0,0.0,,71.0,100.0,0.0
0.0,0.0,,70.0,100.0,0.0
0.0,0.0,,70.0,100.0,0.0
0.0,0.0,,70.0,100.0,0.0
0.0,0.0,,70.0,100.0,0.0
0.0,0.0,,71.0,100.0,0.0
0.0,0.0,,72.0,100.0,0.0
0.0,0.0,,72.0,100.0,0.0
0.0,0.0,,71.0,99.0,0.0
0.0,0.0,,71.0,99.0,0.0
0.0,0.0,,70.0,99.0,0.0
0.0,0.0,,69.0,99.0,0.0
0.0,0.0,,69.0,100.0,0.0
0.0,0.0,,70.0,100.0,0.0
0.0,0.0,,70.0,100.0,0.0
0.0,0.0,,71.0,100.0,0.0
0.0,0.0,,71.0,100.0,0.0
