Solar8000/ART_DBP,Solar8000/ART_SBP,Solar8000/BT,Solar8000/HR,Solar8000/PLETH_SPO2,Solar8000/RR
,,,,,
,,,,,
-6.0,-6.0,23.2,69.0,,
-7.0,-7.0,23.2,70.0,,
-7.0,-7.0,23.2,70.0,,
-6.0,-6.0,23.2,69.0,,
-6.0,-6.0,23.2,69.0,,
-6.0,-6.0,23.2,69.0,,
-6.0,-6.0,23.2,69.0,,23.0
-6.0,-6.0,23.2,69.0,,28.0
-6.0,-6.0,23.2,69.0,,24.0
-6.0,-6.0,23.2,69.0,,26.0
-6.0,-6.0,23.2,69.0,,25.0
-6.0,-6.0,23.300001,69.0,,22.0
-6.0,-6.0,23.300001,68.0,,18.0
-6.0,-6.0,23.300001,67.0,,15.0
-6.0,-6.0,23.300001,66.0,,14.0
-6.0,-6.0,23.300001,65.0,,12.0
-6.0,-6.0,23.300001,64.0,,11.0
-5.0,-5.0,23.300001,64.0,,10.0
-5.0,-5.0,23.4,64.0,,9.0
-6.0,-6.0,23.4,66.0,,8.0
-6.0,-6.0,23.4,66.0,81.0,8.0
-5.0,-5.0,23.4,65.0,81.0,0.0
-5.0,-5.0,23.4,64.0,,0.0
-5.0,-5.0,23.4,64.0,86.0,0.0
-5.0,-5.0,23.4,64.0,88.0,0.0
-5.0,-5.0,23.4,65.0,89.0,0.0
-5.0,-5.0,23.4,65.0,91.0,0.0
-5.0,-5.0,23.4,64.0,97.0,0.0
-5.0,-5.0,23.300001,64.0,97.0,0.0
-5.0,-5.0,23.300001,64.0,97.0,0.0
-5.0,-5.0,23.300001,64.0,99.0,0.0
-5.0,-5.0,23.300001,64.0,99.0,0.0
-5.0,-5.0,23.300001,65.0,100.0,0.0
-5.0,-5.0,23.300001,64.0,100.0,0.0
-5.0,-5.0,23.300001,64.0,100.0,0.0
-5.0,-5.0,23.300001,65.0,100.0,0.0
-5.0,-5.0,23.300001,65.0,100.0,0.0
-5.0,-5.0,23.300001,65.0,100.0,0.0
-5.0,-5.0,23.300001,65.0,100.0,0.0
-5.0,-5.0,23.300001,65.0,100.0,0.0
-5.0,-5.0,23.300001,65.0,100.0,0.0
-5.0,-5.0,23.300001,65.0,100.0,0.0
-5.0,-5.0,23.300001,64.0,100.0,0.0
-5.0,-5.0,23.300001,64.0,100.0,0.0
-5.0,-5.0,23.300001,68.0,100.0,0.0
-5.0,-5.0,23.300001,68.0,100.0,0.0
-5.0,-5.0,23.300001,68.0,100.0,0.0
-5.0,-5.0,23.300001,69.0,100.0,0.0
-5.0,-5.0,23.300001,65.0,100.0,0.0
-5.0,-5.0,23.4,65.0,100.0,0.0
-5.0,-5.0,23.4,65.0,100.0,0.0
-5.0,-5.0,23.4,65.0,100.0,0.0
-5.0,-5.0,23.4,65.0,100.0,0.0
-5.0,-5.0,23.4,65.0,100.0,12.0
-5.0,-5.0,23.4,65.0,100.0,12.0
-5.0,-5.0,23.4,65.0,100.0,11.0
-5.0,-5.0,23.300001,65.0,100.0,10.0
-5.0,-5.0,23.300001,66.0,100.0,9.0
-5.0,-5.0,23.300001,76.0,100.0,8.0
-5.0,-5.0,23.4,77.0,100.0,8.0
