Solar8000/ART_DBP,Solar8000/ART_SBP,Solar8000/BT,Solar8000/HR,Solar8000/PLETH_SPO2,Solar8000/RR
-17.0,-17.0,,108.0,83.0,
-17.0,-17.0,,93.0,83.0,
-16.0,-16.0,,93.0,,
-16.0,-16.0,,92.0,,
-17.0,-17.0,,92.0,,
-17.0,-17.0,,80.0,,
-17.0,-17.0,,80.0,,
-17.0,-17.0,,79.0,,
-17.0,-17.0,,80.0,,
-17.0,-17.0,,104.0,,
-17.0,-17.0,,100.0,,
-17.0,-17.0,,86.0,,
-17.0,-17.0,,80.0,,
-17.0,-17.0,,81.0,,
-17.0,-17.0,,81.0,,
-17.0,-17.0,,81.0,,
-17.0,-17.0,,81.0,,
-17.0,-17.0,,82.0,,
-17.0,-17.0,,83.0,,
-17.0,-17.0,,83.0,82.0,
-16.0,-16.0,,83.0,82.0,
-16.0,-16.0,,83.0,,
-17.0,-17.0,,83.0,,
-17.0,-17.0,,85.0,,
-17.0,-16.0,,96.0,,
-18.0,-15.0,,95.0,,
-18.0,-15.0,,95.0,,
-16.0,-16.0,,95.0,,
-16.0,-16.0,,96.0,97.0,
-15.0,-15.0,,84.0,97.0,
-15.0,-15.0,,88.0,97.0,
-16.0,-16.0,,89.0,97.0,
-16.0,-16.0,,90.0,97.0,
-16.0,-16.0,,90.0,97.0,
-16.0,-16.0,,102.0,98.0,
-15.0,-15.0,,117.0,97.0,
-15.0,-15.0,,151.0,98.0,
-15.0,-15.0,,123.0,98.0,
-15.0,-15.0,,106.0,98.0,
-17.0,-15.0,,85.0,97.0,
-17.0,-15.0,,85.0,98.0,
-14.0,-14.0,,85.0,98.0,
-14.0,-14.0,,85.0,96.0,
-15.0,-15.0,,85.0,96.0,
-15.0,-15.0,,85.0,98.0,
-14.0,-14.0,,86.0,98.0,
-14.0,-14.0,,87.0,98.0,
-14.0,-14.0,,89.0,99.0,
-14.0,-14.0,,89.0,99.0,
-14.0,-14.0,,89.0,99.0,
-14.0,-14.0,,90.0,99.0,
-14.0,-14.0,,91.0,100.0,
-14.0,-14.0,,92.0,100.0,
-14.0,-14.0,,91.0,100.0,
-14.0,-14.0,,91.0,100.0,
-13.0,-13.0,,86.0,100.0,
-13.0,-13.0,,83.0,100.0,
-13.0,-13.0,,81.0,99.0,
-13.0,-13.0,,78.0,99.0,
-13.0,-13.0,,76.0,99.0,
-13.0,-13.0,,74.0,99.0,
-13.0,-13.0,,82.0,99.0,
-13.0,-13.0,,81.0,99.0,
-13.0,-13.0,,80.0,99.0,
-13.0,-13.0,,69.0,99.0,
-12.0,-12.0,,68.0,99.0,
-12.0,-12.0,,68.0,99.0,
-12.0,-12.0,,67.0,99.0,
-12.0,-12.0,,66.0,99.0,
-12.0,-12.0,,66.0,99.0,
-12.0,-12.0,,66.0,97.0,
-12.0,-12.0,,65.0,99.0,
-12.0,-12.0,,65.0,99.0,
-12.0,-12.0,,65.0,98.0,
-12.0,-12.0,,65.0,99.0,
-12.0,-12.0,,65.0,97.0,
-12.0,-12.0,,64.0,97.0,
-12.0,-12.0,,64.0,97.0,
-12.0,-12.0,,64.0,97.0,
-12.0,-12.0,,64.0,99.0,
-12.0,-12.0,,63.0,99.0,
